,arabic,roman
11868,نواف,nawwaf
11869,نور,nawwar
11870,ناوين,nawyan
11871,ناي,nay
11872,نايب,nayab
11873,نايف,nayef
11874,نايل,nayel
11875,نايم,nayem
11876,نايف,nayif
11877,نير,nayir
11878,نير,nayyar
11879,نير,nayyir
11880,نزكيه,nazakat
11881,نزار,nazar
11882,نزيف,nazeef
11883,نزيه,nazeeh
11884,نظيم,nazeem
11885,نذير,nazeer
11886,ناظر,nazer
11887,نزهان,nazhan
11888,نازحيف,nazhif
11889,نازحيف,nazhiif
11890,نظهر,nazhir
11891,نزيف,nazif
11892,نزيه,nazih
11893,نزيه,naziih
11894,نظم,nazim
11895,نظمدن,nazim uddin
11896,نذير,nazir
11897,نظيردن,nazir uddin
11898,نظيرلسلم,nazir ul islam
11899,نزيش,nazish
11900,نظم,nazm
11901,نظمي,nazmi
11902,نظر,nazzar
11903,نظير,nazzeer
11904,نكن,neekan
11905,نيم,neem
11906,نيرميند,neerumand
11907,نهاد,nehad
11908,نحن,nehan
11909,نهرين,nehrin
11910,نيمات,neimat
11911,نيمات,nemat
11912,ن,nen
11913,نيم,niam
11914,نمله,niamullah
11915,نياز,niaz
11916,نيازي,niazi
11917,نيبال,nibal
11918,نبراس,nibraas
11919,نبراس,nibras
11920,نضال,nidal
11921,نيهال,nihaal
11922,نهاد,nihad
11923,نهال,nihal
11924,نحن,nihan
11925,نهار,nihar
11926,نجد,nijad
11927,نجاة,nijat
11928,نكهات,nikhat
11929,نكنيم,niknam
11930,نقرءز,nikrouz
11931,نيكزد,nikzad
11932,نلعبه,nilabh
11933,نيمات,nimat
11934,نيماتلله,nimat ullah
11935,نيماتلله,nimatullah
11936,نمر,nimr
11937,نينوس,ninos
11938,نصر,nisar
11939,نسبة,nisbat
11940,نسبي,nisbi
11941,نشيج,nishaaj
11942,نشاطه,nishaath
11943,نشاط,nishat
11944,نشتر,nishtar
11945,نسمات,nismat
11946,نتاج,nitaj
11947,نظر,nithar
11948,نياز,niyaz
11949,نيازي,niyazi
11950,نعيش,niyoosha
11951,نزل,nizal
11952,نظام,nizam
11953,نظامدن,nizam uddin
11954,نظاململك,nizam ul mulk
11955,نظمت,nizamat
11956,نظامي,nizami
11957,نظامدن,nizamuddin
11958,نزار,nizar
11959,نزهام,nizhaam
11960,نظر,nizzar
11961,نوبخت,nobakht
11962,نوفل,nofal
11963,نوخذ,nokhez
11964,نومان,noman
11965,نوح,nooh
11966,لتي,noor
11967,نورمحمد,noor muhammad
11968,نرددن,noor ud din
11969,نورد,noor udeen
11970,نورللم,noor ul alam
11971,نورليسلم,noor ul islam
11972,نوروززما,noor uz zaman
11973,نورعلي,noorali
11974,نردين,noordin
11975,نوري,noori
11976,نورلبسر,noorul absar
11977,نورلين,noorul ayn
11978,نورلهق,noorul haq
11979,نورلهدا,noorul huda
11980,نورلله,noorullah
11981,نوروززما,nooruz zaman
11982,نرز,noraiz
11983,نوفل,noufal
11984,نوح,nouh
11985,نوم,noum
11986,نءمن,nouman
11987,نور,nour
11988,نردين,noureddine
11989,نشزد,noushzad
11990,نفين,novin
11991,نوروز,nowrooz
11992,نوذر,nowzar
11993,نواعم,nuaim
11994,نعمان,nuaimaan
11995,نايم,nuaym
11996,نبيد,nubaid
11997,نبوغ,nubugh
11998,ندير,nudair
11999,نوفيل,nufail
12000,نوح,nuh
12001,نحيد,nuhaid
12002,نحيد,nuhayd
12003,نحوز,nuhuz
12004,نجيد,nujaid
12005,نجيم,nujaim
12006,نخيل,nukhail
12007,نومان,numaan
12008,نمير,numair
12009,نومان,numan
12010,نمو,numou
12011,نور,nur
12012,نورالدين,nur al din
12013,نورالهدى,nur al huda
12014,نورفردس,nur firdaus
12015,نورلقبلتين,nur ul qiblatayn
12016,نورهان,nurahan
12017,نرز,nuraiz
12018,نرز,nuraz
12019,نردين,nurdeen
12020,نورفردس,nurfirdaus
12021,نورعل,nuril
12022,نرشح,nurshah
12023,نردين,nuruddin
12024,نورليسلم,nurulislam
12025,نورلله,nurullah
12026,نصيب,nusaib
12027,نسيم,nusaim
12028,نصير,nusair
12029,نصيب,nusayb
12030,نصير,nusayr
12031,نشب,nushab
12032,نشد,nushad
12033,نشر,nushur
12034,نصره,nusrah
12035,نصرتدن,nusrat uddin
12036,نصر,nusur
12037,نت,nutou
12038,نوري,nuurii
12039,نواءب,nuwaib
12040,نوادر,nuwaidir
12041,نوير,nuwair
12042,نويران,nuwairan
12043,نويصر,nuwaisir
12044,نذير,nuzair
12045,نزيه,nuzayh
12046,نزهان,nuzhan
12047,نزهة,nuzhat
12048,نزح,nuzhi
12049,عبيد,obaid
12050,اكت,oktai
12051,امجد,omaijid
12052,امير,omair
12053,عمر,omar
12054,عمري,omari
12055,عميد,omeed
12056,امير,omeir
12057,عميد,omid
12058,مظفر,omidvar
12059,عمران,omran
12060,عمره,omrao
12061,انيس,onays
12062,انس,ons
12063,انسي,onsi
12064,انزلو,onslow
12065,عريب,oraib
12066,عربي,oraibi
12067,اورانج,orang
12068,اورهان,orhan
12069,ارجون,orjun
12070,اورخان,orkhan
12071,ارز,orz
12072,اسامة,osama
12073,اسامة,osamaa
12074,عثمان,osman
12075,اسامة,ossama
12076,عثمان,othmane
12077,ويب,owaib
12078,عويس,owais
12079,عويس,owaisi
12080,اوز,owaiz
12081,اظافر,ozaafar
12082,اذهان,ozhan
12083,بامير,pamir
12084,برذاذ,parizad
12085,بارسا,parsa
12086,برفيز,parvaiz
12087,برفيز,parvez
12088,بروز,parwez
12089,برويز,parwiz
12090,باشا,pasha
12091,بس,pason
12092,بطنج,patang
12093,باتمان,patman
12094,بايام,payam
12095,بيوستن,paywastun
12096,بلعبه,pelabo
12097,برفيز,pervaiz
12098,برزه,perzo
12099,بير,pir
12100,برذاذ,pirzada
12101,بورديل,purdil
12102,قابيل,qaabeel
12103,قادر,qaadir
12104,قايد,qaaid
12105,قايله,qaailah
12106,قايم,qaaim
12107,قاني,qaanay
12108,قاني,qaani
12109,قانية,qaanit
12110,قاري,qaari
12111,قاسم,qaasim
12112,قايد,qaayed
12113,قاز,qaazi
12114,قباب,qabbaab
12115,قبيل,qabeel
12116,قبض,qabid
12117,قابل,qabil
12118,قبيلة,qabilaa
12119,قبيس,qabis
12120,قبيز,qabiz
12121,قبلان,qablan
12122,قبول,qabool
12123,قابوس,qabus
12124,قادر,qadar
12125,قادر,qaddar
12126,قادر,qaddur
12127,قديم,qadeem
12128,قدير,qadeer
12129,قاضي,qadi
12130,قديم,qadim
12131,قديما,qadiman
12132,قديم,qadimi
12133,قادر,qadir
12134,قدوم,qadoom
12135,قادر,qadr
12136,قدري,qadri
12137,لتي,qadriyah
12138,قاهر,qahhar
12139,قاهر,qahir
12140,قحطان,qahtan
12141,قيد,qaid
12142,قيم,qaim
12143,قيس,qais
12144,قيصر,qaiser
12145,قلندر,qalandar
12146,قليب,qaleeb
12147,قمر,qamar
12148,قمري,qamari
12149,قمردن,qamaruddin
12150,قمرلله,qamarullah
12151,قمرررهما,qamarur rahman
12152,قمرسصلم,qamarus salam
12153,لتي,qamayr
12154,قمران,qamrani
12155,قمرن,qamrun
12156,قنديل,qandil
12157,قاني,qani
12158,قانية,qanit
12159,قريب,qareeb
12160,قرين,qareen
12161,قارء,qari
12162,قريب,qarib
12163,قرني,qarni
12164,قسم,qaseem
12165,قاسية,qaseet
12166,قشيب,qasheeb
12167,قشد,qashid
12168,قاصد,qasid
12169,قصيدلهق,qasidul haq
12170,قصف,qasif
12171,قسيم,qasiim
12172,قسم,qasim
12173,قصيمي,qasimi
12174,قصيمدن,qasimuddin
12175,قاسية,qasit
12176,قسمن,qasmun
12177,قسم,qassam
12178,قصور,qaswar
12179,قصوري,qaswari
12180,قتادة,qataadah
12181,قتادة,qatadah
12182,قطوه,qatawah
12183,قطيف,qateef
12184,قطي,qatii
12185,قوي,qawee
12186,قوي,qawi
12187,قوي,qawiyy
12188,قيس,qays
12189,قييم,qayyam
12190,قييم,qayyim
12191,قييم,qayyum
12192,قذافي,qazafi
12193,قزي,qazi
12194,قزم,qazim
12195,قبله,qiblah
12196,قنديل,qindil
12197,قرني,qirni
12198,قرطاس,qirtas
12199,قسمت,qismat
12200,قيوم,qiwam
12201,قيومدن,qiwamuddin
12202,قييم,qiyam
12203,قبض,qobad
12204,قدير,quadir
12205,قواعد,quaid
12206,قسم,quasim
12207,قبة,quba
12208,قديما,qudaiman
12209,قدير,qudair
12210,قدمه,qudamah
12211,قدوس,quddoos
12212,قدوس,qudoos
12213,قدرات,qudrat
12214,قدراتلله,qudratullah
12215,قدس,quds
12216,قدسي,qudsi
12217,قدس,qudus
12218,قدوة,qudwa
12219,قليب,qulaib
12220,قمر,qumr
12221,قنبر,qunbar
12222,قريص,quraisy
12223,قرب,qurb
12224,قربان,qurban
12225,قرشي,qureshi
12226,قرطلن,qurtulain
12227,قروم,qurum
12228,قسيت,qusait
12229,قصي,qusay
12230,قشي,qushayyi
12231,قسطا,qusta
12232,قتيبة,qutaiba
12233,قتيبه,qutaibah
12234,قتيبه,qutaybah
12235,قطب,qutb
12236,قطبه,qutbah
12237,قطبدن,qutbuddin
12238,قطبلله,qutbullah
12239,قوتهب,quthb
12240,قطب,qutub
12241,قطز,qutuz
12242,قوة,quwa
12243,راد,raad
12244,راضي,raadhii
12245,رافت,raafat
12246,راف,raafe
12247,رافي,raafi
12248,رافد,raafid
12249,رفيف,raafiif
12250,راغب,raaghib
12251,راحيل,raahil
12252,راهم,raahim
12253,راجي,raajii
12254,راكب,raakib
12255,راكن,raakin
12256,رامس,raamis
12257,رامز,raamiz
12258,راشد,raashid
12259,راتب,raatib
12260,رازي,raazi
12261,رب,rab
12262,ربي,rabaee
12263,رابح,rabah
12264,رابر,rabar
12265,رباني,rabbaani
12266,رباني,rabbani
12267,ربي,rabee
12268,ربيه,rabeeh
12269,ربيص,rabees
12270,ربي,rabi
12271,ربيه,rabih
12272,رابط,rabit
12273,ربوه,rabooh
12274,راشد,rachid
12275,رد,rad
12276,راضي,radee
12277,رادين,radeen
12278,رضي,radhee
12279,راضي,radhi
12280,ردي,radi
12281,راضيه,radih
12282,ردمان,radman
12283,ردمهر,radmehr
12284,ردوه,radooh
12285,ردفن,radvin
12286,راءد,raed
12287,ريف,raeef
12288,رايس,raees
12289,رام,raem
12290,رفاق,rafaaq
12291,رفات,rafaat
12292,رافا,rafan
12293,رافقت,rafaqat
12294,رافت,rafat
12295,رافي,rafay
12296,رفيعة,rafayet
12297,ريفز,rafaz
12298,رافي,rafee
12299,رفيق,rafeek
12300,رفيق,rafeeq
12301,رافق,rafeq
12302,رفيددن,rafi ud din
12303,رافد,rafid
12304,رفيف,rafif
12305,رفيق,rafiiq
12306,رفيق,rafik
12307,رفيق,rafiq
12308,رفع,rafou
12309,رافق,rafq
12310,رجب,ragab
12311,رغد,raghaad
12312,راغب,ragheb
12313,رغيد,ragheed
12314,راغب,raghib
12315,راغبون,raghibun
12316,رغيد,raghid
12317,رحال,rahal
12318,رحم,raham
12319,رحمدل,rahamdil
12320,راحة,rahat
12321,رحيم,rahayim
12322,رهبه,rahbah
12323,رهبر,rahbar
12324,راهبات,rahbat
12325,راحد,rahd
12326,رهيب,raheeb
12327,رهيف,raheef
12328,رحيل,raheel
12329,رحيم,raheem
12330,رهش,raheesh
12331,رهيد,rahiid
12332,رحيل,rahil
12333,رحيم,rahim
12334,راهم,rahm
12335,لتي,rahman
12336,رحمة,rahmat
12337,رحمته,rahmath
12338,رحماتلله,rahmatullah
12339,رحمي,rahmi
12340,راي,rai
12341,راءد,raid
12342,ريف,raif
12343,ريحان,raihaan
12344,لتي,raihan
12345,ريكا,raika
12346,رايق,raiq
12347,رءس,rais
12348,ريزدن,raisuddin
12349,رءين,raiyan
12350,رجا,raja
12351,رجالكرم,raja al karim
12352,رجاء,rajaa
12353,رجب,rajab
12354,رجل,rajeel
12355,رجحان,rajhan
12356,راجي,raji
12357,راجيه,rajih
12358,راكان,rakan
12359,راقد,rakeed
12360,رقم,rakeem
12361,ركن,rakeen
12362,رخص,rakhs
12363,رخصها,rakhshaan
12364,رخصها,rakhshan
12365,رخوا,rakhwan
12366,راكي,raki
12367,ركن,rakin
12368,ريله,ralah
12369,رام,ram
12370,رمضان,ramadan
12371,رمضان,ramadhan
12372,رمق,ramak
12373,رمان,raman
12374,رمزان,ramazan
12375,رامبود,rambod
12376,رامين,rameen
12377,رمز,rameez
12378,رامي,rami
12379,رامير,ramiar
12380,رميه,ramih
12381,رامين,ramin
12382,رميش,ramish
12383,رامز,ramiz
12384,رمزددن,ramiz ud din
12385,رملة,ramlat
12386,رمز,ramz
12387,رمزا,ramza
12388,رمزي,ramzee
12389,رمزي,ramzi
12390,رنا,rana
12391,رنا,ranaa
12392,رنين,ranin
12393,رونار,raonar
12394,روف,raoof
12395,رءوف,raouf
12396,رقيب,raqeeb
12397,رقم,raqeem
12398,راقيا,raqian
12399,رقيب,raqib
12400,رقم,raqim
12401,رقه,raqqah
12402,رقيب,raqueeb
12403,رقيب,raquib
12404,رسم,raseem
12405,راسين,raseen
12406,رشاد,rashaad
12407,رشاد,rashad
12408,رشدان,rashdan
12409,راشد,rashed
12410,راشد,rasheed
12411,راشدددن,rasheed ud din
12412,راشد,rashid
12413,راشددن,rashid uddin
12414,رشيق,rashiq
12415,راسخ,rasikh
12416,رسيل,rasil
12417,رسم,rasim
12418,راسين,rasin
12419,رسول,rasool
12420,راست,rasteen
12421,رستجر,rastgar
12422,رسول,rasul
12423,رصيد,rasyad
12424,رصيد,rasyid
12425,رزيق,rasyiiq
12426,رتق,rateeq
12427,راتب,ratib
12428,رتق,ratiq
12429,ريوف,rauf
12430,روح,rauh
12431,رومان,raumaan
12432,رانك,raunak
12433,رونق,raunaq
12434,رءوف,rauoof
12435,روشان,raushan
12436,رافا,ravan
12437,رفيف,raviv
12438,رفوف,ravoof
12439,روح,rawh
12440,رومان,rawman
12441,روسا,rawsan
12442,روزا,rawza
12443,ريان,rayan
12444,رييس,rayees
12445,ريحان,rayhaan
12446,ريحان,rayhan
12447,رين,rayn
12448,ريان,rayyan
12449,رايح,rayyih
12450,رييس,rayyis
12451,رز,raz
12452,رزة,raza
12453,رزان,razaan
12454,رزان,razaani
12455,رزق,razak
12456,رزم,razam
12457,رزان,razan
12458,رزم,razeem
12459,رزين,razeen
12460,رزها,razhan
12461,رازي,razi
12462,رذررهما,razi ur rahman
12463,رزين,raziin
12464,رزيق,razik
12465,رزين,razin
12466,رزيق,raziq
12467,رازن,razni
12468,رزون,razwan
12469,رزاق,razzaaq
12470,رزق,razzak
12471,رزق,razzaq
12472,رضا,reda
12473,رضوان,redouane
12474,رحاب,rehab
12475,رهن,rehan
12476,رحمة,rehma
12477,رحمن,rehman
12478,رحمة,rehmat
12479,رحمته,rehmath
12480,رجب,rejab
12481,رسا,resa
12482,رشت,reshteen
12483,ريحان,reyhan
12484,رزة,reza
12485,رزلكرم,rezaul karim
12486,رياسة,riaasat
12487,رياض,riad
12488,ريز,riaz
12489,ربي,ribi
12490,رضا,rida
12491,ريديص,riddees
12492,ردفان,ridfan
12493,لتي,ridha
12494,رضاء,ridhaa
12495,رضوان,ridhwaan
12496,رضوان,ridhwan
12497,رضوان,ridwaan
12498,رضوان,ridwan
12499,رفاه,rifaah
12500,رفات,rifaat
12501,ريفال,rifal
12502,رفاق,rifaq
12503,رفات,rifat
12504,رفقة,rifqat
12505,رفقي,rifqi
12506,رحاب,rihab
12507,ريحان,rihan
12508,ريناد,rinad
12509,ريقه,riqqah
12510,ريزي,risay
12511,ريشان,rishan
12512,رسل,risl
12513,رياض,riyaad
12514,رياسة,riyaast
12515,رياض,riyad
12516,رياض,riyadh
12517,رءيسات,riyasat
12518,ريز,riyaz
12519,ريزولسلم,riyazul islam
12520,ريزا,riza
12521,ريزوا,rizawan
12522,رزق,rizq
12523,رزقلله,rizq allah
12524,رزقلله,rizqullah
12525,ريزفا,rizvan
12526,ريزف,rizvi
12527,ريزوا,rizwaan
12528,ريزوا,rizwan
12529,روبل,robeel
12530,رشدي,rochdi
12531,رحاب,rohab
12532,رحيل,rohail
12533,رومان,romaan
12534,رونق,ronaq
12535,روني,roni
12536,روح,rooh
12537,رحلمن,roohul amin
12538,روحلله,roohullah
12539,روزبة,roozbah
12540,روشان,roshan
12541,رونق,rounak
12542,روزبا,rouzba
12543,رول,rowel
12544,روزهبن,rozhbin
12545,روزهير,rozhyar
12546,روبيه,rubaih
12547,رفح,rufah
12548,رحاب,ruhab
12549,رحيل,ruhail
12550,رهن,ruhan
12551,روحاني,ruhani
12552,روحي,ruhi
12553,رحلهق,ruhul haq
12554,رحلقدص,ruhul qudus
12555,رجحان,rujhan
12556,ركن,rukain
12557,ركنه,rukanah
12558,رخيلة,rukhailah
12559,رخام,rukham
12560,رخصر,rukhsar
12561,ركن,rukn
12562,ركنددن,ruknud din
12563,رمز,rumaiz
12564,رومان,ruman
12565,رقيها,ruqaihan
12566,رقم,ruqaim
12567,روقي,ruqee
12568,رشيد,rushaid
12569,روشان,rushan
12570,رشد,rushd
12571,رشدم,rushdam
12572,رشدان,rushdan
12573,رشدي,rushdi
12574,رشيل,rushil
12575,رستم,rustam
12576,رسول,rusul
12577,رصيدي,rusydi
12578,رويد,ruwaid
12579,روفي,ruwaifi
12580,روعهم,ruwaihim
12581,رواق,ruwaiq
12582,رويس,ruwais
12583,رويشد,ruwaishid
12584,رويد,ruwayd
12585,روايف,ruwayfe
12586,روايف,ruwayfi
12587,رواد,ruwwad
12588,رزم,ruzm
12589,سابعه,saabih
12590,سابقه,saabiqah
12591,صابر,saabir
12592,ثابت,saabit
12593,ساد,saad
12594,سداد,saadad
12595,ساده,saadah
12596,سعدان,saadan
12597,سادات,saadat
12598,سادي,saadi
12599,صادق,saadiq
12600,سعدون,saadoon
12601,سددن,saaduddin
12602,صادلله,saadullah
12603,ساب,saaeb
12604,ساد,saaed
12605,صاف,saaf
12606,صافي,saafi
12607,سافين,saafin
12608,سافر,saafir
12609,صاحب,saahib
12610,ساحر,saahir
12611,ساحره,saahirah
12612,سايب,saaib
12613,سايد,saaid
12614,ساي,saaie
12615,صايغ,saaigh
12616,ساعه,saaih
12617,ساي,saaii
12618,صايم,saaim
12619,سايق,saaiq
12620,صاير,saair
12621,ساجد,saajid
12622,سالف,saalif
12623,صالح,saalih
12624,سالك,saalik
12625,سالم,saalim
12626,سامح,saamah
12627,سامي,saami
12628,سامي,saamii
12629,سامر,saamir
12630,سامية,saamit
12631,ثاقب,saaqib
12632,صارم,saarim
12633,سايد,saayed
12634,ساب,sab
12635,صباحات,sabaahat
12636,صباح,sabah
12637,صبحت,sabahat
12638,سبلا,sabalan
12639,سابق,sabaque
12640,سبت,sabat
12641,صابون,sabawoon
12642,صباح,sabbaah
12643,سببان,sabbaan
12644,صباغ,sabbagh
12645,سابق,sabbaq
12646,صابر,sabbar
12647,سبير,sabbir
12648,صبيح,sabeeh
12649,سبيل,sabeel
12650,سبير,sabeer
12651,صبري,sabeeri
12652,صبح,sabh
12653,صبي,sabi
12654,صبغ,sabigh
12655,صبيح,sabih
12656,صبحي,sabihi
12657,سابق,sabiq
12658,صابر,sabir
12659,سبيت,sabit
12660,صبور,saboor
12661,صبر,sabr
12662,صبري,sabri
12663,صبح,sabuh
12664,صابر,sabur
12665,صبوره,saburah
12666,صبري,saburi
12667,سعدالدين,sad al din
12668,سداد,sadaad
12669,سعدان,sadaan
12670,صداقات,sadaaqat
12671,لاريب,sadaat
12672,صدد,sadad
12673,صادف,sadaf
12674,سادن,sadan
12675,صداقات,sadaqat
12676,صدام,saddam
12677,سديد,sadeed
12678,سديم,sadeem
12679,صديق,sadeeq
12680,ساذجه,sadegh
12681,صدي,sadi
12682,سديد,sadid
12683,صدي,sadii
12684,سديد,sadiid
12685,صادق,sadik
12686,سدين,sadin
12687,صادق,sadiq
12688,صديقين,sadiqin
12689,سدير,sadir
12690,صديت,sadit
12691,صدوق,sadooq
12692,صادقا,sadqan
12693,صدر,sadr
12694,صادرة,sadra
12695,صدري,sadri
